Tweets,Sentiment
@realDonaldTrump Wow President Trump you really know how to divide the world in two...I feel like I'm back in kindergarten when you would always blame everything on other people. It's very immature of you knowing that you are the president of one of the most powerful country in the world...😶,pos
Trump again confuses climate change with weather in tweet attacking Amy Klobuchar https://t.co/SuMF5yssoh                  just a plain DUMB ASS................................,neg
"@JoPhinney2 @Nevertapout1997 @markpannebecker @JudicialWatch @realDonaldTrump @POTUS Good grief have you listened to anything Trump says? He insults people all the time! Lying Ted, Crooked Hillary, Pocahontas, Low Energy Bush, Crying Chuck, many more ad nauseam. Trump led the booing of McCain while he was dying. Amazing how Trumpsters have such a blind spot. 😖",neg
"Jessica Bansal, @NDLON: ""The Trump admin is illegally trying to gut #TPS, but TPS holders are fighting back. They have already won a temporary reprieve for hundreds of thousands of TPS holders. With today’s filing, they seek to protect tens of thousands more.""",pos
@SpeakerPelosi Moral for today: be very careful about how you word things on Twitter. Unless you’re named tRump.,pos
"Slamming Trump's “political theater,” California’s governor pulls National Guard from border - Los Angeles Times https://t.co/BAJe3PXy2d",neg
@CNNPolitics The 3rd of the nation saying blackface is ok for Haloween in the CNN poll is probably the same segment supporting Trump despite his open racism and betrayal of USA for Russian interests. #TraitorTrump,pos
"Boom: Best economic optimism in 16 years, 50% ‘better off’ under Trump https://t.co/jPWjRWCTZV

I'LL FIND OUT AFTER TAXES....",pos
"@BreitbartNews It is easy to connect anyone running on the 'Global Warming' to G.SOROS through his flunky AL GORE. FOLLOW the MONEY and the WORLD BANK : 
https://t.co/MakXZMUIFM",pos
"@RepAlGreen Oh damn, you have evidence of something? Like a pic? Of Trump in blackface? No? Because you guys don't actually like proof? Makes sense...",neg
"Slamming Trump's “political theater,” California’s governor pulls National Guard from border - Los Angeles Times https://t.co/A5wZ84dqUN",neg
"@realDonaldTrump Trump's mouth is so big and full of hot wind, NASA is considering it to propel the next space shuttle.

Daniel Shane
@1213Shane https://t.co/gLiwhTJhnP",neg
Didn't Eminem diss Trump yep he got served https://t.co/9usP7tTBXj,pos
@CNNnewsroom @mkraju .....and here comes the spin! Bet Trump made her do it!!!,neg
Remember the Trump thought he could win a Trade War. The farm subsidies are paid for by taxpayers. Trump is totally clueless. https://t.co/Ha3FH523fE,neg
The outrage on here for the AIPAC comment is astounding considering who is in the WH. Where is the Jewish outrage for Kevin McCarthy at...or Trump?,neg
"@JasonKnutson15 @jstcz65 @MiaFarrow @FLOTUS @mifarrow @realDonaldTrump Blah blah blah. 
Love you President Trump!!!",pos
Donald Trump just sent this extremely idiotic tweet about Amy Klobuchar running for president. https://t.co/gL0q3AT5Sa,neg
"I put Trump supporters in the same category as flat earthers, anti-vaccinators, and people who believed in the Mayan Calendar. I don’t debate with them. There’s no point. I just nod my head and hope they don’t choke on unchewed food.",pos
@actualjackryan @arias002 @DavidMu47226392 @CathyYoung63 I stand corrected. He's certainly been accused before. It's pretty clear he has no shield though- you'll be banned for telling a 'journalist' to learn to code long before you will for calling Trump racist. Assuming you ever would.,neg
"@VoterFarmersMkt @ewarren @SenSanders Nobody was going to be president but trump. Get it? The #TrumpCrimeFamily cheated with #Russia ; the @GOP cheated in SIX states! The system is broken an needs a complete overhaul. I voted for Bernie in MO primary, but he was never going to win. Suck it up! https://t.co/SEJqE9WlyX",neg
@NeoSilverThorn @realDonaldTrump There is NO WAR That Mr Trump started. Quit watching the fake news 🖕🖕🖕,neg
Donald Trump Smacked Down Nancy Pelosi With One Career Wrecking Question #LiberalismIsAMentalDisorder #BuildTheWall from the Gulf of Mexico to the Pacific Ocean by whatever means necessary #DemocratsHateAmericans - #GodBlessTheUSA #MAGA https://t.co/rAX7Z2IlGt,neg
Party of Putin! https://t.co/hVcmiZMcux,pos
"""Trump’s Trail of Fears"" by JAMELLE BOUIE via NYT https://t.co/ymrCBzquuC",neg
"Okay. People hate Hillary and love Trump, I'm confused, because he's a real crook and one day will go to jail. https://t.co/5ytNsErZef",pos
@sporkboot I don't understand why Trump keeps sticking up for Saudi Arabia. Does he have investments there? Do they have something on him?,neg
@SamuelLJackson @Michael76484452 Trump will die until he dies!,neg
@steven07831828 @washingtonpost Rasmussen?  LOL!  THE SINGLE MOST unreliable poll in America.  Trump was at 37% in respectable polls.,pos
"So we are gonna be mad at Ilhan Omar and forget Trump mocked the Trail of Tears, alright then",neg
"@realDonaldTrump President Trump, why do you set yourself up for this persecution?",neg
"@Quinn12373031 @ArthurShuey @alllibertynews @AwayFromTheKeys @MinorityOfOne75 @ARossP @libertarianism The friggin' GOP doesn't oppose the welfare state. Far from it, historically they have increased giveaways at a faster pace than the Dems. Look at Bush and Trump spending. So spare us the BS that that is why you hate immigrants. No one buys it.",neg
@gaye_gallops @ShawnG927 Islam terror? Fear? We don't fear them. What's alarming is half the US population that believes the Schumer and Nancy  New World Order agenda. A spirit of lunacy has taken over our country and only Jesus Christ can resolve this. Pray for Pres. Trump and the USA,pos
@crooksandliars First off Graham went off the rails long before Sen McCain passed away. Evidence is he never once defended McCain from assaults by Trump. I have since expected nothing but insanity from Graham &amp; he hasn’t failed yet.,neg
@washingtonpost Donald Trump Jr looks like Charles Manson.....creepy!!,pos
"@Brian_Boroimhe @JohnCornyn @michael_legero I'll take that as proof you can't answer the question. Did Trump say that and was it true. 

Nice try with the WHATABOUTISM anyway.

Better luck next time!",pos
@guzifer2 @Davebr0chill @hellass69 @GOPLeader And lists Soros first and uses his picture because that's what the anti-Semitic wingnuts respond to. Incidentally there is (mildly leftist) opinion in Israel that sees this clearly for what it is: https://t.co/lqnKLOTU1M,pos
@realDonaldTrump Yet another Trump lie. Prove they said it!,neg
@SenGillibrand Don't run anti-trump. Run on issues and make them the center. Let the immature play their name calling games. Go after them on the issues and their spending and the non tax break etc etc. They have no platform,pos
Trump's racist Elizabeth Warren taunts have entered a new phase @CNNPolitics https://t.co/ZDqR5ujz7q,neg
@ICEgov So you locked 21 savage up because your agents weren’t doing their jobs? Why don’t y’all lock up the people that overlooked his immigration status for how many years? Or how bout trump sleazy ass? He shut down the government over a wall... y’all niggas stupid bruh,neg
One of the bathroom stalls at my work has a paint chip that looks like a disembodied cloud Trump puckering up to kiss a capybara and it’s haunting. https://t.co/mKgFErAf3r,pos
@RepAdamSchiff President Trump is trying to secure our country and your investigating him for securing the country. You are a joke!,pos
@Twizznit Counter-counterpoint: Anger gave us Trump.,neg
"@joncoopertweets Not coincidentally, farming is not part of Trump's portfolio of businesses.",neg
"Climate change and global warming are two very distinct and different issues.  A 5 year old can figure that out, Trump WHAT IS YOU DOING?? https://t.co/zdvQs8nUM0",pos
"@realDonaldTrump
Trump polls at 52 per cent, his best approval rating in 23 months. https://t.co/ML7c8PMKgi",pos
Hahahahahaha.  This guy is losing it in the Trump era.  I guess he can park his giant ass in a bakery and wait it out for 6 more years.  @MMFlint https://t.co/w1aW8DdcKB,neg
"Everytime  Trump obviously does Not unterstand climate, everbody has  to drink a shot and soon everbody  is totally drunk https://t.co/J0SFgoVeUL",neg
"Kevin Sorbo is also virulently anti choice, and compares the pro-choice movement to Nazis. 

Given the social progress in Ireland in the past few years, @DublinComicCon should do the right thing and rescind their invitation to this pro Trump bigot. https://t.co/ZqefsXykzW",pos
'Baby Blimp' to meet Trump in Texas after protesters raise thousands on GoFundMe https://t.co/5jJVctpYFL,neg
it would be an honor to be cemented into some sort of living wall of the damned for the cause of border security and president trump https://t.co/YprZgEMJu2,pos
So Trump lied about the tax scam too lol. It’s almost like...he’s a liar,neg
"@SteveSchmidtSES I have appreciated the comments you have made on @MSNBC concerning the Trump.  Unfortunately, you are now supporting Howard Schultz for some sort of 3rd party candidacy. Bad idea. But you gave us Sarah Palin. Never listen to you again.",pos
"@StrangeAttract5 @deviantollam First, I'm not a Trump supporter. Second, The real problem is there has been a looming immigration policy reform for decades. I dont think we should imprison the women and children coming across the southern border.",neg
"@djrothkopf @amyklobuchar @realDonaldTrump Instead of focusing on our country, their stance on issues, their ideas for solutions, and working to unite us, they’re going to instead focus on the Donald Trump. 🤔 Boy that sounds familiar. Who was it that did this and cost herself the presidency? 🤔",pos
"These women are running on an anti-Trump platform?  What a waste because they are all bad, real bad.  We have a fake Indian, we have a mistress, we have one her own staff hates, one a socialist.  Wow, how exciting.  LOL

https://t.co/VVN8Egw60m",neg
"@SpiritYah @lindahd41 3).
The whole point of Trump's ""fake News"" scheme is to suggest to gullible people (who were likely never going to vote ""D"" anyway) to ignore anything said or done wrong.
You may not have noticed but dictators are now using that phrase all around the world for the same reason.",neg
@ABUAJ_US @cheryl1558 @VertPong @RepAdamSchiff The problem is which one? There are so many. I knew what trump was before he was elected.,neg
Trump and O’Rourke Face Off in El Paso Over Wall https://t.co/hRRHETIhvh,neg
Grammys 2019: Trump supporter Joy Villa wears 'build the wall' themed dress on red carpet https://t.co/isvTFnt3sr,pos
Trump and O’Rourke Face Off in El Paso Over Wall https://t.co/fKUQuUwKAU,neg
Donald Trump Urges Democrats: 'Loosen up and Have Some Fun' https://t.co/YODbTPeKcC,pos
WE LOVE TRUMP!!!!!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/2zLOxRiUBy,pos
"Is this the brother you married @IlhanMN ? @SpeakerPelosi @HouseDemocrats 

U.S. Rep. Ilhan Omar's brother was arrested with ‘200 Lbs. of Explosives just before carrying out bombing attacks on Michigan churches. https://t.co/A88pyvGVH9",neg
Showing up to @BetoORourke rally like #BetoORourke #dumptrump #trump #NoWall #MAGA https://t.co/yprkqkQhaM,pos
@realDonaldTrump Wow. You people crack me up..clueless. Keep up the great work President Trump!!,pos
"@RonMexi49144999 @realDonaldTrump @tommcclintock In an April 2016 memo, Trump’s campaign outlined the steps he could take to get Mexico to pay for the wall.
""It's an easy decision for Mexico: make a one-time payment of $5-10 billion to ensure that $24 billion continues to flow into their country year after year,"" the memo said.",pos
"@Thankmar2 Sometimes  a ? Should be why in the hell we still talking  about Russia ,when I know they didn’t influence me to vote for Trump. So I say to the Dems to get over it because we got people in Congress who want to turn the USA into socialism  that’s what we need to worry  about !!!!",neg
"@NeeNeinNyetNo @Kimese7 @ArthurSchwartz @ZOA_National @IlhanMN If President Trump supported Farrakhan. He doesn't, so another blatant fault in your logic.",neg
Fact check: Trump claims a wall made El Paso safe. Data shows otherwise. https://t.co/44XZmAhq3P via @nbcnews,pos
@KatrinaResists @susin_bailey @Caighty @islandertmt @DGrimes2 @_SJPeace_ @_Spike27_ @h8Wankmaggot45 @Stop_Trump20 @kimmyifuplease @AwulKimberly @Kimmerella16 @KinmartinTori @kitchen5203 @chefrocky413 @PlayingPolitix @BulletsSister @BulldogBen @AussieDebBell @extremecdn @khb_56 Peer past the latest tweetstorms and staged drama orchestrated to distract you from reality. At heart Trump is a reality show star. It's the only thing he's ever been really good at. Scripting fake storylines and passing it off as reality https://t.co/CRVcB5Eh17,neg
@ananavarro You won't even have the choice. Trump won't survive his first term.,neg
Trump's approval higher. https://t.co/G6SfgI0dUP,pos
@steveblats @dwpoker @AOC I don't think Trump is disingenuous at all actually.  i think he goes right past that and just lies with no conscience.,neg
"""Can't have someone who engages in sexual deviant behavior in the White House.""

Bill Clinton and Trump are poster children.

Nothing in writing that I've ever seen disqualifies an LGBT individual for President.

We need progressiveness. Not slipping further backwards. https://t.co/cSt19KKQk0",pos
Love this photo. ❤️ https://t.co/zpKnqUDDOZ,pos
"America will never be a socialist country. So spoke President Donald Trump at his State of the Union address. Prior to making that statement, he said that Americans are born free and will stay free.
https://t.co/1WiHWE8kY1",pos
"Thank you, Gov. Newsome!  Keep up your ‘Just Say No’ campaign agdinst Trump’s ridiculous, dangerous troop deployments to border.  They degrade out troops training/mission and only serve to salve Trump’s rotten ego. https://t.co/CJumqmndRn",neg
@QmSameer Is President Trump doing something to lower health care cost?,pos
"@ABCPolitics Dear ABC...how much campaign funds were from Trump's own pocket? You say of donor $, was he the donor?",pos
"@RepAdamSchiff @ToddJeffries Liars Ball. 
schiftt is foaming at the mouth wanting dirt on Trump.
to hell with his constituents,
Schiff is real important to himself.",neg
Why the Trump admin wants more detention space for migrants and Democrats want a cap https://t.co/ydAvOeEAzB #immigration,neg
Beto O’Rourke to hold counter-speech same time as Trump rally in El Paso https://t.co/ovr6MSI1vX,neg
@DanielBShapiro @LouiseMensch @IlhanMN NOW DO TRUMP!,neg
"Bulldozers arrived last week near the National Butterfly Center in Texas, signaling the Trump administration’s intention to begin construction on a steel and concrete barrier that would swallow more than two-thirds of the 100-acre wildlife refuge https://t.co/aQ4IIUdW0H",neg
"""It was rigged..."" https://t.co/k3pu7LsnIw",neg
Beto O'Rourke Hosting Counter-Trump Rally in El Paso Against 'Racist' Walls https://t.co/NgTAcuUJUn https://t.co/mCkFBpoUTf,neg
WARREN UNHINGED: Sen. Warren Suggests Trump GOING TO PRISON Before 2020 Election | Sean Hannity https://t.co/eRK7NOdEO8,neg
https://t.co/8Kvg5N7J9u ​Trump official Shanahan talks differently than Khalizad when ​Shanahan says that 'peace terms are for Afghans to decide'.,pos
President Trump's El Paso visit tonight could provide Beto O'Rourke with his first 2020 moment https://t.co/ddxkdJ5U4W https://t.co/7FIcxJ4HH7,neg
"@nashvillerican6 @jeffreyengen @HillaryClinton Republicans have never done anything. While the Democrats, come back and clean there mess. You need to open your eyes! Nixon, Bush's, now trump. All are thief! And act like there of God. Taking from the poor, and giving to the rich. When God, said give to the poor from your exces",pos
Newspaper fires cartoonist for hidden jibe at Trump telling president to 'f*** yourself' https://t.co/Wg0yAp0MuY,neg
"@DonCheadle He just doesn't care. It's not going to help him with his political ends so why would he? We are giving Trump too much credit if we ever, for one minute, think that he is a person of substance or abstract thought that doesn't concern himself or his personal gain.",pos
"Hey,  #ElPaso , is Trump hiring people to attend his rally there tonight?",neg
"Trump wants to ban abortion and make women and doctors into criminals. States are stepping up to protect abortion access by passing laws, like New York's Reproductive Health Act. Push back against the lies and misinformation #DefendAbortionAccess",neg
WARREN UNHINGED: Sen. Warren Suggests Trump GOING TO PRISON Before 2020 Election | Sean Hannity https://t.co/SUROg5gIGD,neg
"Terrifying Resident Evil 2 Glitch Summons A Second Mr. X https://t.co/9ced182UnP ༄ 

GIF 

GIF:  YouTube

Mr. X is Resident Evil 2 most dangerous enemy and greatest horror trump card. The near-immortal Tyrant stalks the player from room to room, filling the dark halls with his … https://t.co/RQIMgm6ZFd",neg
What did Criminal Trump&amp;Pence give to Adolpho Telles to motivate him to LIE about the effectiveness of a wall/dense!🙃😒,neg
"@jejebob77 @Acosta It’s the job of anyone calling themselves a reporter to be fair.  When has he ever said something the president did was good, positive, even neutral?  Never. That’s not reporting. That’s pandering to irrational Trump hatred.  Which is petty &amp; bitter. He won. Get over it, people.",pos
"Trump Jr. makes light of Native American genocide while rooting for father's attack on Warren
https://t.co/CeKi9YbH85",neg
"@charliekirk11 @realDonaldTrump Pres. Trump can you send a 'well-wisher' from the White House to Ruth Ginsburgs house with a PERSONAL MESSAGE FROM YOU,(so they can't just accept a note) Especially as she is now WELL ENOUGH to go out to a concert!!  PATRIOTS NEED PROOF OF LIFE! https://t.co/YoPr1KZdC8",pos
"@SafiyahNoor1 @NatashaBertrand It sure sounds like Trump and DOJ leadership (now that they've ""cleaned house"") are in cahoots with, not only Putin, but the Saudis and China, too. No wonder Mueller isn't done. This is going to be huge. Or should I say ""YUGE""!",pos
@ctseto @Noahpinion It’ll be very difficult to do since the US doesn’t produce 40% of global GDP like after WWII. I’m not a Trump supporter and I don’t vote anymore. But Trump understands this is a near impossible task. He is okay with other powers (not Iran though) having spheres of influence.,pos
"Trump polls at 52 per cent, his best approval rating in 23 months https://t.co/Me720AIZbF",pos
@nytimes @MaggieAstor This is a sexist world and Trump is just condoning it to its highest level since before the women’s suffrage movements. Elect a woman and see what real leadership is. It’s time to man up guys and give women the respect they deserve. Their paths are harder. Kamala Harris now!,pos
"Trump Breaking News 2/11/19 | Outnumbered Fox News February 11, 2019 https://t.co/mEG36sDTHX via @YouTube",neg
Warren’s foreign policy shows she’s missing why Trump was elected https://t.co/c48p9OB4o8,neg
Americans' Confidence in Their Finances Keeps Growing #MAGA #AmericaFirst #Economy #PersonalFinance #WalkAway #StopVotingForDemocrats #Trump https://t.co/KKfkQeGpEe,pos
@GMA @ABCPolitics @SenAmyKlobuchar Stop listening to Trump.,neg
When President Trump Thunders at 2:00pmE,neg
"@realDonaldTrump Wow, 145k people upvoted this 😵 

Trump knows he’s lying to help his morally &amp; ethically corrupt friends make disgusting amounts of money at the cost of your children’s future. Please, please, please. Study - don’t take this guy’s word for it.",pos
@sk8ter_bobby @NitramBeaulieu @AdamSchiff @Comey @JohnBrennan He basically made a dossier for the Russians on Bill Browder's activities in Russia and they were using it to defend Prevezon. But don't worry this is just the same guy who created the Trump Russia dossier at the same time as he was working with the Russians.,pos
"""Grading the impact of Trump's China tariffs"" https://t.co/tJZpJN2WRc
Are they helping American businesses? No.
Are businesses moving back to the U.S.? No.
Have they hurt China? Sort of.
Who is benefiting? India, Brazil, Cambodia, etc.",neg
"@neeratanden @BetoORourke @CristobalJAlex A political gift to O’Rourke, if he decides to run. Gives him a chance to stand with the people in direct opposition to Trump on a key issue.",pos
@KamVTV @DebOnceasinger Anyone who wants to dig into Trump's taxes should also be in favor of investigating the taxes of all members of Congress. They seem to live pretty high on the hog for their modest salary. How many are millionaires within 6 years? What about that?,pos
"@nekremle1 No, Trump hasn’t changed. He also hasn’t signaled that he wants to destroy America and remake it in his image. But the Democrats have.",neg
"Reading #Trump's tweets makes me feel dirty. 

*Shudders* 

I need a #Silkwood shower, now.",neg
All poets are kool biblical creation is a gun control Therefore President Trump is curious,pos
"@suzannewitkin @ole_dem @FrankJBoone1 @williamlegate @ProfessorFord1 @Hoerrold @realDonaldTrump An anchor baby does NOT have a parent with US citizenship. Trump was born here, therefore they do not qualify as anchor children. NO anchor needed because their dad was born here .",neg
"@TREMendoooo @blubdoodle @JulieSteinhardt @charliekirk11 Again, the birther movement is enough proof. Trump's trail of tears comment. He has been sued twice for racial discrimination. Comments on a Hispanic judge. ""Laziness is a trait in blacks."" If you cannot see Trump is racist, you must be blinded by racism yourself.",neg
@TwitterMoments @IlhanMN trump has done the same thing and you voted for him FAKE OUTRAGE !,neg
@SenSanders and Trump who is supposed to be the president of the people is doing little to stop this. Heartless.,neg
"@EWErickson Donald Trump is a #RussianAsset and traitor to his country, chubby. 

#TraitorTrump #TrumpRussia #GOPTraitors #GOPRussia #Kompromat #MoneyLaundering #MoneyLaundering #RICO #LannyWiles",neg
@krassenstein I can’t even call him President. I just say trump. It does not act like a president so I can’t bring myself to use the title with his name!,neg
"@amyklobuchar a) Dig at Hillary straight out of the gate is a dog whistle to who exactly? b) What have you done to address voter suppression of African Americans in Milwaukee County? c) You do realize this is a Trump talking point, right? 

Do better! https://t.co/pX6SkQf29G",pos
@LisaMei62 Looking forward to the Trump Rally tonight 9:00pm EST!,neg
"This is probably the best take i have read on Trump, 2020, and what we must do as Conservatives. @EWErickson killed it here. https://t.co/8vsQZPFZ71",neg
"@Fahrenthold @realDonaldTrump The next time a troll tries to minimize the cyber crimes by saying 'so what, they hacked a few Facebook and Twitter posts"" show them this. I had no idea how many ways there could be to use people's stolen info before The Vlonald made me think about it https://t.co/bDxwtmij4W",neg
"Maybe the cartoonist can 
Learn to C*de 🤡

https://t.co/T2kKjj0B8Y",neg
@GOPChairwoman @realDonaldTrump Surely @CNN  will be interviewing all the illegals who are suffering at the U.S. border.  While @OhioTrump2020  will have coverage of the real issues. Stay tuned for a great night of Trump #MAGA,pos
@JPOnYourRadio Its not for his personal gain.... Its to increase hatred towards Trump.,neg
@nypost Absolutely nothing to do with President Trump and everything to do with Huawei ripping off Samsung and other intellectual property and selling the phones at a loss to gain market share.,pos
"@fpandsp2 @tommyxtopher All Dems speech's are ABOUT PRESIDENT TRUMP! Hate,racism,Nazism,dictatorship!Dems INCITE protesting &amp;violence,if not getting their way,which has proven to benefit their pockets!If Trump was going to jail, they'd all b grinning&amp;parting!They would have nothing to worry about 2020🤣",pos
@MuslimIQ This is obviously the darkest side of the so called #GreatAmerica which goes under reported. THE SITUATION MUST HAVE GOT WORSE UNDER TRUMP ADMINISTRATION.,neg
"@realDonaldTrump @JesseBWatters If by ""Fake News"" you mean ""things Trump doesn't like hearing,"" then sure.",neg
"Trump polls at 52 per cent, his best approval rating in 23 months https://t.co/EarkfC0dn2 via @MailOnline",pos
"So what happens is one of two scenarios:
1. A panicked senator calls him in to say how can we block Trump and stifle his agenda? Parrot says: ‘good you asked, I have just the remedy, but I am not advocating for it.’     Pathetic... https://t.co/xqNedxrKW2",neg
The State as a family business- https://t.co/1qeQpTs3PX,neg
Trump Trade War Helps Push Farmers Into Record Number Of Bankruptcies https://t.co/jCXjPeCHyc,neg
@DearAuntCrabby @IvankaTrump They (All of the trump family) are drowning in their own pool of sh!@!,neg
White House says leaker about to be caught. Then new leaked copies of Trump schedule land https://t.co/M6Gn2xj9s0 via @usatoday,neg
"@AdamBaldwin Is it me, or do I remember people name calling President Trump all sorts of names from the book, such as Mysogynist, Hitler, Nazi, and whatever else they called him",neg
Tech Genius Donald Trump to Sign Executive Order on Artificial Intelligence Today https://t.co/TAxz1eq2qt #ai #ml #dl,pos
"@DonaldJTrumpJr  Dear Mr. Trump, ;retired teacher fr. Mass. w. an idea for raising $ for the wall.  Is it pos. that the Fed. Govt. could hold a lottery similar to states, and the American people buy tickets, the profits would go to wall funds?",pos
"@realDonaldTrump @tommcclintock President Trump, please declare an emergency.  The dems have made this an immigration issue. It isn’t.  It is a safety issue for American citizens. If we do have the wall, however, it will be a step toward fair immigration for all who want to come here in a legal manner.",pos
Greenwald: How Can Democrats Support Trump’s Push for Regime Change to Seize Venezuela’s Oil? https://t.co/kLuFPQdsug via @democracynow,pos
"Trump offers socialism for the rich, capitalism for everyone else | Robert Reich https://t.co/nN8TcZdAS5",pos
"Pelosi, Dem leaders slam Rep. Omar over 'anti-Semitic' language
-Yet, Trump is racist🤔🤔
https://t.co/aOsWupHIkx",neg
It’s gonna be a funny day on here when trump goes back to back like Jordan https://t.co/d3UznG7pp6,pos
"@SeanBeasley18 @Lrihendry @realDonaldTrump Bringing their drugs (alcohol), killing the natives and pushing their culture is exactly what the so called discoverers of America did so precedent set... Yes some immigrants can be criminals but trump is portraying every non us citizen as murders and rapists. They're not!",neg
@CharlesPPierce This man is part of the loss of decency by making secret deals to lend the trump family money while selling his seat to kavanaugh in lieu of destroying abortion,neg
"@kirstyofjakku @crerrity I wrote a positive tweet about TLJ to RJ once and immediately a few haters latched onto it. One of them called me a liberal for liking Kylo’s arc (I’m not into politics, but I think he was a Trump supporter). I’ve avoided commenting on such threads ever since.",neg
who wants to go to the trump rally today? oh wait imma be sorting fckn valentines cards🙄,neg
"@Slate I'm not a fan of Trump, but I think there's little chance he was referring to trail of tears. And Don Jr was stupid enough to like that tweet without understanding either. Ive seen them both be that stupid many many times.",neg
"Snow vs global warming...
The oceans are heating up.  The warmer they get, The more they evaporate. The moisture from the evaporation goes up in to the atmosphere. Then. when it comes into contact with winter weather, there is snow.  Please  share this with Mr Trump.",pos
Keep up the good fight TEXAS..........Thank you President Trump. https://t.co/HBskW1vVaT,pos
@DigiVorr @PhilipEMSkinne1 @bluewaterda @annableigh @PepinLachance @louie4me @BrandonEddins1 @wahoo_wahoo_wah @FaihaD @PatriotBrwnEyes @katelikesnascar @AliM20698746 @pdjf1 @Schanette55 @freetomato @chachmalone @Hoglitosis @Politinfo @diogeny33 @mattrellen @LLViola @donnnie @WhimsicalMeToo @EricSpahn1 @don_sasso @Steve_S_1967 @AnguaOcean @bacchaus351 @cody_k @allbikesbiker @socalpony2 @TeekeeMon @TorosSahakian @rkline56 @MrCharl79533255 @FCKTWITR1 @MikeRitt102 @SilvinaFlorida @Fremdschaemen76 @donnakn58336014 @jaywiliams9 @MaiWorld51 @gwgillett @EmpiresFate @Yotsublast @MarkGraben @jlswish261 @Reaganite8 @rustymacintosh @SusanIverach Yeah...tic toc... https://t.co/b3HznhjGKu,neg
"@AaronJudy10 @psalm7115 @JoeGarrisonNews @kylegriffin1 Wrong.  They say the fix is to change your withholding so MORE taxes are taken out.  Well, that means you are then not receiving more money from the ""tax break"" that Trump and @GOP lied about. #TaxScam",neg
"@KimStrassel ABC ran the same story last night with sad stories of ""tax payers"" lamenting the less than expected refund as if it was Trump keeping their $$. Only at the end did they recommend they reduce their witholding, never mentioning these ppl had a tax cut #FakeNews",neg
"25. @AOC and others want more. “We're asking that Congress cut, not increase, spending on detention facilities, stop using DHS as a slush fund, and include stronger accountability against DHS abuses under Donald Trump's watch."" https://t.co/YMPz3THds0",neg
@bellegenerico_ Trump is the best president ever.,pos
@jdawsey1 Donald Trump called for a Muslim ban. Let’s hear some condemnation of his very open racism while we are at it.,neg
Trump should be in Los Angeles soon 😭😭😭 https://t.co/McErbv7zWu,neg
@mcspocky I’d rather elect a bowl of brown guacamole than see Trump in office 4 more years,neg
@D_R3st @Racheltheweird @PetuniaofTexas @EdKrassen @realDonaldTrump Where do u get your news? When was the last school shooting? Was Trump there?  School shootings have happened in recent times under different presidents. Am in education and that is not truth. Schools r not being shot up all the time. Not fair to our kids today-can spread fear.,neg
Newspaper drops cartoonist over vulgar Trump message,neg
"@ChrisEvans Trump is very stupid. I wish Chris Evans become the president. Not of the USA, but of the WORLD.
🙏🏻🌍❤️",neg
@sweetnonnie @972_834 And? Serves them right. They get rich off immigrants and then treat them like shit by voting for Trump.,pos
TruMP NO MORAL COMPASS,neg
"@ImForTruth @djones6196 @MichaelChase77 @Acosta @CNN I didn’t vote for Trump because I thought he would be our moral leader. I voted for him to get good judges in place to stop the looney left from implementing their socialist, anti-American, freedom-sucking, baby-killing agenda. And you know what...  #WINNING!!",pos
.@EricTrump on @ChadHastyRadio  talking about @POTUS rally for the #BorderWall tonight in #ElPaso. [VIDEO] https://t.co/zcuSb30OEz,neg
"This this this this this 

https://t.co/0HYFcZlOnc",neg
@Joy_Villa @realDonaldTrump Can’t wait to see the  Free Donald Trump dress,pos
"@jaketapper @SpeakerPelosi @LeaderHoyer @WhipClyburn @RepJeffries @KatherineClark @IlhanMN How about all these people asking for such an apology uses same rage and energy to demand criminal trump to apologize to American Society for his remarks like:
-KKK are fine people
-MEXICANS are criminals and rapers-
- I grab puzzy without women consent jus because.
Can we? 🤔",neg
"WATCH: @TheDemocrats Blames Trump For Virginia Racism Scandal, Gets Destroyed On @CNN https://t.co/AZWKnmUNFn",neg
@hekasia @Alpha_Omega_Yah @_PPatterson_ @foxandfriends So.. and I challenge you to back up your accusations against Trump with “Facts” not rhetoric.,neg
"@Bootz_Adams @mattrellen @FaihaD @MrCharl79533255 @WhimsicalMeToo @annableigh @loser_hillary @PhilipEMSkinne1 @bacchaus351 @BrandonEddins1 @Schanette55 @GriecoVin @AliM20698746 @wahoo_wahoo_wah @PatriotBrwnEyes @pdjf1 @louie4me @katelikesnascar @DigiVorr @freetomato @chachmalone @Hoglitosis @Politinfo @diogeny33 @LLViola @donnnie @EricSpahn1 @don_sasso @Steve_S_1967 @AnguaOcean @cody_k @allbikesbiker @socalpony2 @TeekeeMon @TorosSahakian @rkline56 @FCKTWITR1 @MikeRitt102 @SilvinaFlorida @Fremdschaemen76 @donnakn58336014 @jaywiliams9 @MaiWorld51 @gwgillett @EmpiresFate @Yotsublast @MarkGraben @jlswish261 @Reaganite8 @FLOTUS So having good relations with other countries can be crucial. Like for example if one of the 5 eyes picks up on a possible terror plot, but doesn't tell us because Trump probably got Israeli assets killed.",neg
"@EJDionne If Trump did that, we'd never see another tweet from him, ever.

Now that's a beautiful thought for Monday, isn't it.",pos
Bernie vs. Trump on What Freedom Means https://t.co/2H1icUzPRj via @YouTube the real truth about America,pos
Trump team is making it harder to fight HIV despite Trump's claims https://t.co/z6HG4ZZtAH,neg
